CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0, 0.1356, "0.780778"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.600543+1.32917*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "1.274+-0.325933*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.21797+-0.228154*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "1.23683+-0.257896*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.15044+-0.13366*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.30207+-0.334076*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.48349+-0.555914*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.5145+-0.592019*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.49521+-0.570097*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.901, 0.922, "1.69974+-0.797103*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.70753+-0.80555*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.943, 0.95915, "1.77731+-0.879545*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.86162+-0.967443*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "1.82475+-0.929452*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "1.63884+-0.740091*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "16.1884+-15.3915*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.729971"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, -15, 0, "1.44462"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0, 0.1356, "1.05514"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.1356, 0.4069, "1.03506+0.153826*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.4069, 0.5731, "1.51897+-1.03542*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.5731, 0.6342, "0.457666+0.816441*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.6342, 0.6954, "0.523161+0.713169*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.6954, 0.7566, "0.319869+1.00551*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.7566, 0.8178, "1.88581+-1.0642*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.8178, 0.85895, "0.858155+0.192409*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.85895, 0.88, "3.71779+-3.13682*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.88, 0.901, "-1.02418+2.25179*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.901, 0.922, "0.118003+0.984106*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.922, 0.943, "3.10875+-2.25965*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.943, 0.95915, "1.7471+-0.815696*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.95915, 0.97045, "3.23613+-2.36815*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.97045, 0.98175, "0.941634+-0.00378418*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.98175, 0.99305, "-0.417478+1.38059*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 0.99305, 1.00435, "-9.59087+10.6182*x"
3, iterativefit, central, 0, 0.0, 2.4, 50, 70, 1.00435, 1.1, "1.07271"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, -15, 0, "1.49915"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0, 0.1356, "1.06003"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.1356, 0.4069, "1.04653+0.105933*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.4069, 0.5731, "1.50679+-1.02519*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.5731, 0.6342, "0.420392+0.870456*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.6342, 0.6954, "0.539877+0.682054*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.6954, 0.7566, "0.301125+1.02539*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.7566, 0.8178, "1.7697+-0.915636*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.8178, 0.85895, "0.981363+0.0483389*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.85895, 0.88, "3.78655+-3.21749*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.88, 0.901, "-1.46039+2.74494*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.901, 0.922, "0.713728+0.331932*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.922, 0.943, "2.85595+-1.99152*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.943, 0.95915, "2.24466+-1.34328*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.95915, 0.97045, "2.08113+-1.17278*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.97045, 0.98175, "1.03926+-0.0991881*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.98175, 0.99305, "-0.344281+1.31007*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 0.99305, 1.00435, "-8.11009+9.13023*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 50, 70, 1.00435, 1.1, "1.05899"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, -15, 0, "1.48793"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0, 0.1356, "1.06394"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.1356, 0.4069, "1.04798+0.126397*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.4069, 0.5731, "1.53232+-1.06394*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.5731, 0.6342, "0.279574+1.12198*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.6342, 0.6954, "0.609284+0.602094*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.6954, 0.7566, "0.424343+0.868044*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.7566, 0.8178, "1.89212+-1.07192*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.8178, 0.85895, "0.848671+0.204001*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.85895, 0.88, "3.96691+-3.42629*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.88, 0.901, "-0.96879+2.18246*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.901, 0.922, "-0.481323+1.64143*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.922, 0.943, "3.56526+-2.74749*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.943, 0.95915, "1.16636+-0.20359*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.95915, 0.97045, "4.17685+-3.34229*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.97045, 0.98175, "0.622008+0.320794*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.98175, 0.99305, "0.0253443+0.928549*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 0.99305, 1.00435, "-11.2151+12.2477*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 50, 70, 1.00435, 1.1, "1.08464"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, -15, 0, "1.37661"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0, 0.1356, "0.805066"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.1356, 0.4069, "0.701321+0.843291*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.4069, 0.5731, "1.41029+-0.899077*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.5731, 0.6342, "0.141338+1.31511*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.6342, 0.6954, "0.454165+0.821851*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.6954, 0.7566, "0.148821+1.26094*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.7566, 0.8178, "1.88885+-1.03886*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.8178, 0.85895, "0.754087+0.348721*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.85895, 0.88, "3.89567+-3.30875*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.88, 0.901, "-1.20442+2.48681*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.901, 0.922, "0.0557816+1.08814*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.922, 0.943, "3.2126+-2.33574*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.943, 0.95915, "1.77801+-0.814435*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.95915, 0.97045, "3.31866+-2.4207*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.97045, 0.98175, "0.960215+0.00955607*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.98175, 0.99305, "-0.451408+1.44742*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 0.99305, 1.00435, "-9.92652+10.9888*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 50, 70, 1.00435, 1.1, "1.09569"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, -15, 0, "1.50525"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0, 0.1356, "1.26038"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.1356, 0.4069, "1.33471+-0.466004*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.4069, 0.5731, "1.61613+-1.15762*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.5731, 0.6342, "0.741861+0.367887*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.6342, 0.6954, "0.585001+0.615223*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.6954, 0.7566, "0.473515+0.775541*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.7566, 0.8178, "1.88242+-1.08661*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.8178, 0.85895, "0.951404+0.0518288*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.85895, 0.88, "3.5566+-2.98117*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.88, 0.901, "-0.861804+2.03974*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.901, 0.922, "0.173893+0.890244*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.922, 0.943, "3.01431+-2.19046*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.943, 0.95915, "1.7187+-0.816544*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.95915, 0.97045, "3.16081+-2.32008*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.97045, 0.98175, "0.924603+-0.0157747*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.98175, 0.99305, "-0.386833+1.32004*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 0.99305, 1.00435, "-9.2858+10.2813*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 50, 70, 1.00435, 1.1, "1.0311"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, -15, 0, "1.59184"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0, 0.1356, "1.1032"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.1356, 0.4069, "1.09662+0.0507189*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.4069, 0.5731, "1.57255+-1.11894*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.5731, 0.6342, "0.511393+0.732673*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.6342, 0.6954, "0.56104+0.654391*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.6954, 0.7566, "0.337054+0.976488*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.7566, 0.8178, "1.87378+-1.05461*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.8178, 0.85895, "1.04699+-0.0436154*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.85895, 0.88, "3.66976+-3.09708*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.88, 0.901, "-1.06962+2.28858*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.901, 0.922, "0.0781501+1.0147*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.922, 0.943, "3.0521+-2.21084*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.943, 0.95915, "1.99239+-1.08708*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.95915, 0.97045, "3.00404+-2.14181*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.97045, 0.98175, "0.67465+0.258505*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.98175, 0.99305, "-1.0217+1.98639*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 0.99305, 1.00435, "-8.67795+9.69622*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 50, 70, 1.00435, 1.1, "1.06017"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, -15, 0, "1.30011"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0, 0.1356, "1.00799"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.1356, 0.4069, "0.974649+0.255062*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.4069, 0.5731, "1.46639+-0.953443*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.5731, 0.6342, "0.404926+0.898702*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.6342, 0.6954, "0.485982+0.770893*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.6954, 0.7566, "0.303003+1.03402*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.7566, 0.8178, "1.89766+-1.07364*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.8178, 0.85895, "0.67277+0.424146*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.85895, 0.88, "3.76503+-3.1759*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.88, 0.901, "-0.979595+2.21572*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.901, 0.922, "0.157133+0.954089*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.922, 0.943, "3.16443+-2.30762*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.943, 0.95915, "1.5063+-0.549261*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.95915, 0.97045, "3.46408+-2.59042*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.97045, 0.98175, "1.20378+-0.261305*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.98175, 0.99305, "0.17575+0.78584*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 0.99305, 1.00435, "-10.4874+11.5236*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 50, 70, 1.00435, 1.1, "1.085"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, -15, 0, "1.56533"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0, 0.1356, "1.04473"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.1356, 0.4069, "1.0317+0.108054*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.4069, 0.5731, "1.51276+-1.07419*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.5731, 0.6342, "0.375678+0.909897*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.6342, 0.6954, "0.447505+0.796642*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.6954, 0.7566, "0.227945+1.11237*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.7566, 0.8178, "1.79981+-0.965161*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.8178, 0.85895, "0.71949+0.355843*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.85895, 0.88, "3.63365+-3.03686*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.88, 0.901, "-1.08997+2.3309*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.901, 0.922, "0.0555823+1.05947*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.922, 0.943, "3.06659+-2.20626*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.943, 0.95915, "1.46868+-0.511767*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.95915, 0.97045, "3.34606+-2.46911*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.97045, 0.98175, "1.10279+-0.157528*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.98175, 0.99305, "0.0878195+0.876309*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 0.99305, 1.00435, "-10.5743+11.613*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 50, 70, 1.00435, 1.1, "1.08758"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, -15, 0, "1.32224"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0, 0.1356, "1.0657"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.1356, 0.4069, "1.03846+0.200225*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.4069, 0.5731, "1.52525+-0.996116*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.5731, 0.6342, "0.540776+0.721695*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.6342, 0.6954, "0.599852+0.628544*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.6954, 0.7566, "0.413051+0.897168*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.7566, 0.8178, "1.97298+-1.1646*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.8178, 0.85895, "0.998716+0.0267296*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.85895, 0.88, "3.80306+-3.23812*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.88, 0.901, "-0.957483+2.17159*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.901, 0.922, "0.181279+0.9077*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.922, 0.943, "3.15146+-2.31375*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.943, 0.95915, "2.02932+-1.12379*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.95915, 0.97045, "3.12467+-2.26579*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.97045, 0.98175, "0.778261+0.15207*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.98175, 0.99305, "-0.929709+1.89179*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 0.99305, 1.00435, "-8.59392+9.60964*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 50, 70, 1.00435, 1.1, "1.05761"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, -15, 0, "1.29725"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0, 0.1356, "1.20099"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.1356, 0.4069, "1.34309+-1.04796*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.4069, 0.5731, "0.991945+-0.184979*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.5731, 0.6342, "0.90214+-0.0282797*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.6342, 0.6954, "0.892704+-0.0134008*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.6954, 0.7566, "1.13884+-0.367353*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.7566, 0.8178, "0.751979+0.143966*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.8178, 0.85895, "1.14079+-0.331467*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.85895, 0.88, "0.880982+-0.0289986*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.88, 0.901, "1.18606+-0.375675*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.901, 0.922, "1.0338+-0.206693*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.922, 0.943, "0.924642+-0.0882951*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.943, 0.95915, "1.35095+-0.540376*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.95915, 0.97045, "0.830733+0.00200084*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.97045, 0.98175, "0.728728+0.107113*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.98175, 0.99305, "0.595688+0.242626*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 0.99305, 1.00435, "1.88657+-1.05729*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 50, 70, 1.00435, 1.1, "0.82468"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, -15, 0, "0.724786"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0, 0.1356, "0.746902"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.1356, 0.4069, "0.568518+1.31552*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.4069, 0.5731, "1.00932+0.232208*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.5731, 0.6342, "1.12205+0.0355*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.6342, 0.6954, "1.1339+0.0168222*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.6954, 0.7566, "0.824913+0.461145*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.7566, 0.8178, "1.31055+-0.180723*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.8178, 0.85895, "0.822471+0.416097*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.85895, 0.88, "1.14861+0.0364025*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.88, 0.901, "0.765644+0.471591*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.901, 0.922, "0.956769+0.259465*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.922, 0.943, "1.0938+0.110838*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.943, 0.95915, "0.558646+0.678343*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.95915, 0.97045, "1.21169+-0.00251169*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.97045, 0.98175, "1.33974+-0.13446*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.98175, 0.99305, "1.50674+-0.304572*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 0.99305, 1.00435, "-0.113722+1.32724*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 50, 70, 1.00435, 1.1, "1.21929"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 50, 70, -15, 0, "0.965826"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 50, 70, 0, 0.1356, "1.09807"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 50, 70, 0.1356, 0.4069, "1.1883+-0.665402*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 50, 70, 0.4069, 0.5731, "0.901629+0.0391201*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 50, 70, 0.5731, 0.6342, "0.734252+0.331175*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 50, 70, 0.6342, 0.6954, "0.833683+0.174393*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 50, 70, 0.6954, 0.7566, "0.924661+0.0435652*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 50, 70, 0.7566, 0.8178, "0.794493+0.215609*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 50, 70, 0.8178, 0.85895, "0.727572+0.297439*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 50, 70, 0.85895, 0.88, "0.783539+0.232281*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 50, 70, 0.88, 0.901, "0.594675+0.446899*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 50, 70, 0.901, 0.922, "0.6435+0.39271*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 50, 70, 0.922, 0.943, "0.703108+0.328059*x"
