CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.7566, 0.8178, "1.7488+-0.930095*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.8178, 0.85895, "2.24593+-1.53799*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.85895, 0.88, "2.69121+-2.05639*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.88, 0.901, "2.92021+-2.31661*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.901, 0.922, "3.04647+-2.45674*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.922, 0.943, "2.58366+-1.95479*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.943, 0.95915, "3.12987+-2.53401*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.95915, 0.97045, "4.41036+-3.86904*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.97045, 0.98175, "4.6388+-4.10443*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.98175, 0.99305, "2.86648+-2.29916*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 0.99305, 1.00435, "14.2054+-13.7175*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 20, 30, 1.00435, 1.1, "0.428287"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, -15, 0, "1.55252"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.955465"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.896834+0.41575*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "0.988295+0.190974*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.56288+-0.81162*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.889036+0.250894*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.21734+-0.221216*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.1483+-0.129965*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.04004+0.00241302*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.3013+-0.301744*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.80684+-0.876225*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "2.10314+-1.20508*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.50367+-0.554901*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.81207+-1.94239*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.34307+-0.410822*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "0.0207106+0.951806*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "1.15903+-0.207679*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "3.60713+-2.67291*x"
3, iterativefit, central, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.924779"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, -15, 0, "1.38708"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.896995"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.824004+0.523205*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "0.930969+0.260327*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.71549+-1.10858*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.385001+0.989322*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.55471+-0.692739*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "0.879366+0.199859*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.0586+-0.0193066*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "0.98859+0.062199*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.89762+-0.970792*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "2.43278+-1.56475*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.04615+-0.0608183*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.71347+-1.82892*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.3545+-0.412065*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "-0.21336+1.20353*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "0.660202+0.313732*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "-5.06661+6.08062*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "1.04284"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, -15, 0, "1.6646"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "1.04502"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "1.01299+0.217527*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "1.12273+-0.0521894*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.55467+-0.805874*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.991815+0.0816318*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "0.826222+0.319758*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.18327+-0.152155*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.90791+-1.03823*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "0.484276+0.619174*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.86973+-0.955203*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "2.21316+-1.33637*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.30157+-0.347658*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.92077+-2.06474*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "0.754925+0.193353*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "2.07379+-1.16567*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "0.566513+0.369625*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "10.6909+-9.8256*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.824539"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, -15, 0, "1.47"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.544783"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.35955+1.46944*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "0.662806+0.724158*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.31908+-0.420972*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.732881+0.50334*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "0.988806+0.135314*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.09921+-0.0106021*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "0.866985+0.273356*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.33373+-0.270034*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.93922+-0.95809*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "2.06019+-1.09235*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.54534+-0.53395*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.98746+-2.06324*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.30301+-0.307042*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "-0.0368564+1.07362*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "1.21945+-0.206043*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "3.82692+-2.83176*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.958179"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, -15, 0, "1.61665"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "1.24004"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "1.31793+-0.410909*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "1.24323+-0.227321*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.75352+-1.11773*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "1.01118+0.0527837*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.39614+-0.500789*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.18637+-0.223542*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.17539+-0.210112*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.27536+-0.326503*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.70232+-0.811678*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "2.13603+-1.29304*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.47042+-0.571123*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.67343+-1.84685*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.37399+-0.492069*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "0.0658575+0.855895*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "1.1112+-0.208883*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "3.43336+-2.54729*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.859619"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, -15, 0, "1.66758"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "1.00643"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.962916+0.301433*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "1.04438+0.101215*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.61857+-0.900683*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.922799+0.196405*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.22868+-0.243459*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.1419+-0.128766*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.20975+-0.211731*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.27715+-0.290191*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.81331+-0.899466*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "1.99627+-1.10254*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.46996+-0.531694*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.97367+-2.1263*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.21225+-0.289859*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "-0.128467+1.09168*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "0.512451+0.438849*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "4.96816+-4.04805*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.904878"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, -15, 0, "1.43891"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.905226"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.831589+0.528464*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "0.932899+0.279484*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.50783+-0.723716*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.855666+0.304614*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.20606+-0.199261*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.15452+-0.131137*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "0.87258+0.213616*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.32501+-0.313115*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.80032+-0.853234*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "2.20837+-1.30612*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.53681+-0.577745*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.65247+-1.76084*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.47199+-0.53009*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "0.167837+0.813777*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "1.79664+-0.845309*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "2.26452+-1.31646*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.944397"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, -15, 0, "1.63998"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.943422"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.890847+0.373276*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "0.984368+0.143439*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.46279+-0.69136*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.796057+0.359939*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.11613+-0.100331*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.07239+-0.0425187*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "0.909117+0.157127*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.21733+-0.201697*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.71154+-0.763303*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "2.0816+-1.17402*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.4501+-0.489102*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.60414+-1.7129*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.37182+-0.428089*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "0.0777556+0.905379*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "1.70745+-0.754612*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "2.2002+-1.25081*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.945915"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, -15, 0, "1.46391"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.967654"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.902809+0.458672*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "0.99218+0.239034*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.66398+-0.933179*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.982996+0.140583*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.3196+-0.34346*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.22498+-0.218397*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.17237+-0.154067*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.38611+-0.402907*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.90306+-0.990357*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "2.12474+-1.23639*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.55772+-0.621401*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "3.02212+-2.17432*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.31388+-0.393321*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "-0.0369871+0.998678*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "0.604257+0.345513*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "5.02979+-4.11099*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.903387"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, -15, 0, "1.30595"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0, 0.1356, "1.3573"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "1.59814+-1.77606*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "0.988633+-0.278134*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "0.892863+-0.111025*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.844725+-0.0351215*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.01577+-0.281091*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "0.988268+-0.24474*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.1488+-0.441033*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.01137+-0.28104*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.88, 0.901, "0.920907+-0.17824*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.901, 0.922, "1.13813+-0.419328*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.06806+-0.343333*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.943, 0.95915, "1.09779+-0.374862*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.11439+-0.39217*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "1.04949+-0.325294*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "0.912884+-0.186145*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "12.4375+-11.7914*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.59479"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, -15, 0, "0.808756"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0, 0.1356, "0.474527"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.122959+2.59268*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "1.01271+0.406019*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.15252+0.162074*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "1.22279+0.0512703*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "0.973095+0.410336*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.01324+0.35727*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "0.778905+0.643819*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.85895, 0.88, "0.979519+0.410262*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.11158+0.260194*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.901, 0.922, "0.794481+0.612134*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.922, 0.943, "0.896765+0.501197*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.943, 0.95915, "0.853363+0.547222*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "0.829129+0.572488*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "0.92387+0.474863*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "1.12329+0.271735*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "-15.7002+17.213*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 30, 50, 1.00435, 1.1, "1.58764"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, -15, 0, "0.963282"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0, 0.1356, "1.20312"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "1.37012+-1.23156*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "0.746117+0.301998*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "0.798039+0.2114*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.780562+0.238957*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "0.860611+0.123845*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "0.720112+0.309543*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "0.552016+0.51509*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.85895, 0.88, "0.52328+0.548544*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.88, 0.901, "0.541155+0.528232*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.901, 0.922, "0.351643+0.738567*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.922, 0.943, "0.344427+0.746394*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.943, 0.95915, "0.279773+0.814955*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "0.201658+0.896398*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "0.235818+0.861197*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "0.408071+0.685742*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "-13.0731+14.2612*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 30, 50, 1.00435, 1.1, "1.2502"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 30, 50, -15, 0, "1.03963"
